date,stock,title,content
2019-01-22,EBAY,Activist letter sends eBay up 12%,"An owner of more than 4% of eBay (NASDAQ:EBAY), Elliott Management says a significant value-creation opportunity could see the shares worth $55-$63.
The stock'sÂ higher by 12.5%Â premarket to $34.88."
2019-01-28,EBAY,eBay Q4 2018 Earnings Preview,"eBay (NASDAQ:EBAY) is scheduled to announce Q4 earnings results on Tuesday, January 29th, after market close.
The consensus EPS Estimate is $0.68 (+15.3% Y/Y) and the consensus Revenue Estimate is $2.86B (+9.6% Y/Y).
Over the last 2 years, EBAY has beaten EPS estimates 38% of the time and has beaten revenue estimates 38% of the time.
Over the last 75 days, EPS estimates have seen 1 upward revision and 1 downward."
2019-01-29,EBAY,EBay fires off first dividend,"Ebay (NASDAQ:EBAY) announces its first-ever dividend in conjunction with the company's earnings report. The first $0.14 per share quarterly payment is due to be distributed to shareholders on March 20.
""We are confident in the strength of our business and future growth prospects, as demonstrated by our decision to institute eBay's first-ever dividend and increase our share repurchase program,"" says eBay CEO Devin Wenig.
Previously: EBay bid up 3% after earnings (Jan. 29)
Shares of eBay areÂ up 3%Â in AH trading."
2019-01-29,EBAY,"eBay beats by $0.03, beats on revenue","eBay (NASDAQ:EBAY): Q4 Non-GAAP EPS of $0.71 beats by $0.03; GAAP EPS of $0.80 misses by $0.09.
Revenue of $2.88B (+6.3% Y/Y) beats by $20M.
Shares +5%.
Press Release"
2019-01-29,EBAY,EBay bid up 3% after earnings,"EBay (NASDAQ:EBAY) trades higher after sliding past estimates with its Q4 report .
Q4 gross merchandising volume increased 1% Y/Y to $23.2B. GMV was up 3% on a currency neutral basis.      The company says global active buyers rose 4% during the quarter to ~179M.      Non-GAAP operating margin fell 60 bps to 29.2%.
The company generated $1.2BÂ of operating cash flow from continuing operations and $1.1B of free cash flow during the quarter.         Ebay expects to return approximately $7.0B to shareholders through dividends and repurchases over the next two years, with approximately $5.5B to be returned in 2019.      Looking ahead, eBay sees Q1 revenue of $2.55B to $2.60B vs. $2.66B consensus and EPS of $0.62 to $0.64 vs. $0.61 consensus.      EBAYÂ +3.33%Â AH to $34.80.
Previously: eBay beats by $0.03, beats on revenue (Jan. 29)"
2019-01-30,EBAY,EBay yields a new look,"Investors and analysts are looking at eBay (EBAY
+0.9%) a bit differently after the company announced the first dividend in its 24-year history. Shares of eBay now sport a 1.65% yield to new buyers, which is a higher payout rate than seen with the initial dividend programs of many tech companies.
Jefferies says eBay looks ""more appealing"" to value investors focused on income rather than to growth oriented tech investors, while warning that the accelerated capital return plan (dividends + buybacks) could sap investment into eBay's core business or long-term growth.
Previously: EBay fires off first dividend (Jan. 29)"
2019-01-30,EBAY,BAML adjusts estimates on eBay,"Bank of America Merrill Lynch adjusts estimates on eBay (NASDAQ:EBAY) after taking in the company's Q4 earnings report.
The firm now expects 2019 revenue of $10.87B vs. $11.15B prior on a 1.8% F/X-neutral growth forecast. BAML sees EPS of $2.69 vs. $2.62 prior as leverage on marketing expenses and buybacks factor in.
BAML keeps a Neutral rating on eBay and price objective of $38.
""With GMV under pressure and likely declining in the US in 1Hâ19, we question whether investors would give eBay full credit for potential benefits from cost cutting, payments and ad opportunities. We could see a scenario where advertising & payments revenues and stock buybacks drive solid growth to $3 in GAAP EPS, but would expect a low 12- 14x multiple if GMV is at risk of decline,"" updates the analyst team.
EBAY +0.62% premarket to $33.90."
2019-01-31,EBAY,Elliott Management digs at eBay,"Elliott Management issues a statement on eBay (EBAY
-2.9%) following the company's earnings report.
""eBayâs fourth quarter earnings provided another example of why the Company needs to significantly improve operational execution and focus on its core Marketplace business. Despite a rapidly growing e-commerce market, eBay once again lowered Marketplace growth expectations to a paltry 1% for 2019.   It is clear eBay needs urgent change including a holistic operational review which will produce lasting efficiencies and improved execution. Without question, this focus must include a strategic review that evaluates a separation of Stubhub and Classifieds, which is even more necessary given an increasingly disappointing Marketplace outlook."""
2019-02-14,EBAY,When retail sales reports go rogue,"Is there a retail sales-gate brewing?
Analysts and economists are reacting to the unexpected decline in retail sales in December with some degree of incredulity. They question if the delayed report suffered some inconsistencies or data collection problems due to the 35-day government shutdown.
The most startling data point was the tepid 3.1% Y/Y pace of nonstore retail sales growth. That rate doesn't quite line up with the torrid numbers being reported by online retailers such as Amazon (AMZN
-1.4%), Wayfair (W
-0.2%), Shopify (SHOP
+1.2%), eBay (EBAY
+0.3%) and others. Meanwhile, huge retailers such as Walmart (WMT
+0.6%), Target (TGT) and Costco (COST
+0.2%) haven't been sounding alarm bells. And what about all those chain store sales reports from Johnson/Redbook for December showing strong weekly gains?
""This release is such an outlier and so incongruous with the general trend in consumer spending, holiday consumer sales reports and holiday seasons consumer credit data that it does raise suspicions of data reliability,"" states Jefferies eocnomist Ward McCarthy.
Stay tuned.
Previously: Retail sales sputter in December (Feb. 14)"
2019-02-14,EBAY,"Ebay announces restructuring move, layoffs next?","EBay (EBAY
+0.4%) says it's consolidating its geographic regions together under one global leadership team to be led by Senior VP Jay Lee.
Separately, TechCrunch reports the restructuring will also include worker layoffs, pointing to social media reports pinning the number of layoffs at over 400.
SEC Form 8-K"
2019-02-26,EBAY,EBay said to be close to settlement with Elliott Management,"EBay (EBAY
-0.1%) is close to a settlement with Elliot Management on board seats, according to a report from The Wall Street Journal.

The deal is believed to also include a strategic and operational review of the e-commerce company."
2019-02-27,EBAY,Activists land board seats at eBay,"Elliott Management and Starboard Value will each land one board seat at eBay (EBAY
+0.3%), according to The Wall Street Journal.
Sources indicate that the activist investors could give input on another board nominees in the future.
EBay's board already has 13 members.
Previously: EBay said to be close to settlement with Elliott Management (Feb. 26)"
2019-02-27,EBAY,eBay goes ex-dividend tomorrow,"eBay (NASDAQ:EBAY) had declared $0.14/share quarterly dividend.
Payable March 20; for shareholders of record March 1; ex-div Feb. 28.
See EBAY Dividend Scorecard, Yield Chart, & Dividend Growth."
2019-03-01,EBAY,EBay +3% after announcing strategic review,"EBay (NASDAQ:EBAY)Â announces a series of new initiatives aimed at improving performance. The new measures include an operating review and the commencement of a strategic review of a portfolio of assets such as StubHub and eBay Classifieds Group.
The company says it's working with Elliott Management, Starboard Value and other shareholders on the initiatives. Cooperation agreements with Elliott and Starboard have been inked.                 EBAY  +3.30% premarket to  $38.40.  Source: Press Release"
2019-03-21,EBAY,PayPal +1.0% even as eBay adds Google Pay,"PayPal (NASDAQ:PYPL), up 1.0%Â in early trading, isn't yet hurt byÂ eBay (NASDAQ:EBAY) adding Google Pay to its payment options.
The move was likely priced into PayPal's stock as eBay has been shifting away from PayPal and adding new payment options.
Google (NASDAQ:GOOG) Pay will be available to Android users starting in early April, joining Apple Pay as the latest payment option on the platform.
The Google and Apple payment options are currently only accessible when buying from sellers enrolled in eBay's new payments experience, and will be increasingly available to shoppers as the program expands to process more volume in additional geographies, eBay says.
PayPal was acquired by eBay in 2002 and grew as the payment method for a majority of eBay transactions. PayPal, spun off from eBay in 2015, has been diversifying its business through acquisitions and partnerships.
Previously: PayPal partnering with Instagram on Checkouts (March 19)"
2019-04-11,EBAY,EBay CEO fires back at Bezos,"EBay (EBAY
-4.7%) CEO Devin Wenig takesÂ to Twitter to respond to what's being considered something of a shot by Jeff Bezos in his annual letter to shareholders when he compared 20-year third-party seller growth sales on the two platforms (AMZN +52% vs. EBAY +20%).
""While I appreciate the ink dedicated to @ebay from the ceo of the company not focused on competition, think Iâll dedicate my letter to customers, purpose and strategy.  We donât compete with our sellers.  We donât bundle endless services to create barriers to competition,"" tweets Wenig."
2019-04-11,EBAY,Soft data report dings eBay,"Shares of eBay (NASDAQ:EBAY) are down 3.25% after data from YipitData shows a deceleration in the e-commerce platform's U.S. marketplaces business for Q1, per Bloomberg.
YipitData says it provides information for over 150 hedge funds and long-only asset managers.
Even with today's decline, eBay trades up 30% YTD."
2019-04-18,EBAY,Online players help lift retail sales tally for March,"Retail sales came in solidly ahead of estimates for March, up 1.6% M/M and 3.6% Y/Y. The 1.6% monthly gain is the strongest since September of 2017.
Categories showing strength during the month include health & personal care stores (+4.4% Y/Y), restaurants (+4.3%), motor vehicle and parts (+3.8%) and nonstore retailers (+11.6%). Department stores were an obvious laggard once again, with a 3.7% drop.
The outsized gain in the nonstore retailers category is noteworthy for online players such as Wayfair (NYSE:W), eBay (NASDAQ:EBAY), Amazon (NASDAQ:AMZN) and Shopify (NYSE:SHOP).
Related ETF: IBUY."
2019-04-22,EBAY,PayTm said to be on eBay's radar for investment,"Economic Times reports that eBay (NASDAQ:EBAY) is in talks about an investment in Indian e-commerce firm Paytm Mall.
Sources indicate the investment would come in somewhere in the neighborhood of $160M to $170M.
A deal announcement could arrive as early as next month.
Berkshire Hathaway holds a 4% stake in Paytm.
Shares of eBay are down 0.58% in the premarket session."
2019-04-22,EBAY,eBay Q1 2019 Earnings Preview,"eBay (NASDAQ:EBAY) is scheduled to announce Q1 earnings results on Tuesday, April 23rd, after market close.
The consensus EPS Estimate is $0.63 (+18.9% Y/Y) and the consensus Revenue Estimate is $2.58B (flat Y/Y).
Over the last 2 years, ebay has beaten EPS estimates 50% of the time and has beaten revenue estimates 50% of the time.
Over the last 3 months, EPS estimates have seen 12 upward revisions and 11 downward. Revenue estimates have seen 1 upward revision  and 20 downward."
2019-04-23,EBAY,"eBay beats by $0.04, beats on revenue","eBay (NASDAQ:EBAY): Q1 Non-GAAP EPS of $0.67 beats by $0.04; GAAP EPS of $0.57.
Revenue of $2.64B (+2.3% Y/Y) beats by $60M.
Shares +3.9%.
Press Release"
2019-04-23,EBAY,EBay +6% after earnings topper,"EBay (NASDAQ:EBAY) trades higher after topping estimates with its Q1 report
Q4 gross merchandising volume increased 1% Y/Y to $22.59B. GMV was down 1% on a currency neutral basis.       The company says global active buyers rose 4% during the quarter to ~180M.       Non-GAAP operating margin increased 190 bps to 29.8%.
The company generated $550M of operating cash flow from continuing operations and $368M of free cash flow during the quarter.          Looking ahead, eBay sees Q2 revenue of $2.64B to $2.69B vs. $2.65B consensus and EPS of $0.61 to $0.63 vs. $0.60 consensus.              EBAYÂ +5.73%Â AH to $38.76.
Previously: eBay beats by $0.04, beats on revenue (April 23)"
2019-05-15,EBAY,"Starboard adds eBay stake, increases Symantec","Starboard Value discloses its Q1 portfolio changes in a regulatory filing with the comparisons made to the Q4 holdings.
New positions: eBay (NASDAQ:EBAY) with 6.29M shares, Zayo (NYSE:ZAYO) with 4.1M, GCP Applied Tech (NYSE:GCP) with 3.18M, Cerner (NASDAQ:CERN) with 3.1M, MGM (NYSE:MGM) with 2.9M, KAR Auction Services (NYSE:KAR) with 2.57M, and Natus Medical (NASDAQ:BABY) with 1.13M.
Notable increase: Symantec (NASDAQ:SYMC) from 24.5M to 36M.
Notable decreases: Marvell (NASDAQ:MRVL) from 35.88M to 19.83M,Â Cars.com (NYSE:CARS) from 6.54M to 6.3M."
2019-05-29,EBAY,eBay goes ex-dividend tomorrow,"eBay (NASDAQ:EBAY) had declaredÂ $0.14/share quarterly dividend, in line with previous.
Payable June 20; for shareholders of record June 1; ex-div May 30.
See EBAY Dividend Scorecard, Yield Chart, & Dividend Growth."
2019-06-18,EBAY,Facebook releases plan for Libra crypto,"Facebook (NASDAQ:FB) is up 2.5% premarket after unveiling a consortium to create an open-source digital currency called Libra, set to launch in the first half of next year, which would allow consumers to send money around the world easily and for free.
Other members include payments companies Visa (NYSE:V), Stripe (NYSEARCA:STIP) and PayPal (NASDAQ:PYPL), as well as tech companies eBay (NASDAQ:EBAY), Lyft (NASDAQ:LYFT), Uber (NYSE:UBER) and Spotify (NYSE:SPOT).
While Libra won't be run by Facebook - but rather by a nonprofit association and backed by relatively stable government money - the company does have a plan to profit from it with a new subsidiary, Calibra, which is building a digital wallet for storing and exchanging the currency.
Financial information from the digital wallet won't be used for ad targeting on Facebookâs platforms because the two divisions will be kept ""totally separate.  ""
Will the scheme take off? Comment below."
2019-06-26,EBAY,eBay hopes to upstage Amazon Prime Day,"eBay (NASDAQ:EBAY) has announced plans to hold a ""Crash Sale"" on July 15 to compete with Amazon (NASDAQ:AMZN) Prime Day, which will offer discounts of up to 80% on a variety of products.
But unlike Amazon's 48-hour event, eBay is planning weeks of deals, culminating with its Crash Sale.
""If history repeats itself and Amazon crashes that day, eBay's wave of can't-miss deals on some of the season's top items will excite customers around the world,"" the online auction site wrote in its announcement."
2019-07-15,EBAY,Fourth annual Prime Day kicks off,"Shoppers will be clicking away over the next 48 hours as Amazon (NASDAQ:AMZN) extends Prime Day to a two-day event, while Target (NYSE:TGT), Walmart (NYSE:WMT) and eBay (NASDAQ:EBAY) capitalize on the online traffic with sales of their own.
Amazon, which sold over 100M products over Prime Day 2018, did not give sales totals in dollars and likely wonât this year, though IgnitionOne estimates the retail giant will generate sales of $6.1B (a $2B improvement over last year).
That's one reason for Amazon's surging share price, which climbed over 460% in the last five years by outpacing retail rivals.
As Prime Day kicks off, other big winners on Wall Street could include major delivery carriers FedEx (NYSE:FDX) and UPS (NYSE:UPS)."
2019-07-16,EBAY,Rivals get larger Prime Day boost - report,"Adobe Analytics says large retailers ($1B+Â in annual revenue) saw a 64% sales spike yesterday compared to the average Monday thanks to Amazon's (NASDAQ:AMZN)Â Prime Day. Last year's sale day had 54% higher sales than normal.
Smaller retailers (less than $5M in annual revenue) had a 30% increase in online sales.
Walmart (WMT
-0.6%), Target (TGT
+1%), and eBay (EBAY
-1.5%)Â were among the large retailers hosting rival sales."
2019-07-16,EBAY,eBay Q2 2019 Earnings Preview,"eBay (NASDAQ:EBAY) is scheduled to announce Q2 earnings results on Wednesday, July 17th, after market close.
The consensus EPS Estimate is $0.62 (+17.0% Y/Y) and the consensus Revenue Estimate is $2.67B (+1.1% Y/Y).
Over the last 2 years, EBAY has beaten EPS estimates 50% of the time and has beaten revenue estimates 50% of the time.
Over the last 3 months, EPS estimates have seen 24 upward revisions and 4 downward. Revenue estimates have seen 25 upward revisions  and 4 downward."
2019-07-17,EBAY,StubHub sale moving forward at eBay - CNBC,"CNBC sources say eBay (NASDAQ:EBAY)Â is moving forward with a potential StubHub sale.
The sources say the process still in the early stages, but there has been ""considerable interest""Â in a sale.
In March, eBay announced it would conduct a strategic portfolio review.
The company reports earnings after the bell today.
EBAYÂ shares are up 0.8% to $40.23."
2019-07-17,EBAY,"eBay EPS beats by $0.06, beats on revenue","eBay (NASDAQ:EBAY): Q2 Non-GAAP EPS of $0.68 beats by $0.06; GAAP EPS of $0.46 beats by $0.03.
Revenue of $2.68B (+1.5% Y/Y) beats by $10M.
Press Release"
2019-07-17,EBAY,eBay declares $0.14 dividend,"eBay (NASDAQ:EBAY) declares $0.14/share quarterly dividend, in line with previous.

Forward yield 1.43%
Payable Sept. 20; for shareholders of record Sept. 3; ex-div Aug. 30.
See EBAY Dividend Scorecard, Yield Chart, & Dividend Growth."
2019-07-17,EBAY,EBAY boosts FY EPS view; shares +5.%,"eBAY (NASDAQ:EBAY)Â gains 5.8% after Q2 beats with in-line Q3 guidance that has revenue of $2.61-2.66BÂ (consensus: $2.68B)Â and EPSÂ of $0.62-0.65 (consensus: $0.63).
EBAYÂ raises its FY19 EPSÂ outlook to $2.70-2.75 (was: $2.64-2.70; consensus: $2.70) and lowers the revenue view to $10.83-10.93B to $10.75-10.83BÂ (consensus: $10.92B).
Q2 revenue included $2.13B from Transaction and $557M from Marketing services and other.
GMVÂ was $22.6B versus the $23.15B consensus.
Active buyers were 182M, slightly above consensus and 2M above the Q1 total.
Earnings call starts at 5 PMÂ ET with a webcast here.
Press release."
2019-07-24,EBAY,EBay starts warehouse program for merchants,"EBay (EBAY
-0.2%) says it expects to launch a new cost-effective fulfillment service called Managed Delivery next year in the U.S.
The company says the initiative will enable sellers with high-volume inventory to meet rising consumer expectations while reducing cost and complexity by allowing sellers to store inventory closer to buyers in strategically located warehouses across the country.                   EBay will power the Managed Delivery experience through a global technology platform and third-party partners will run the operations.
About 40% to 50% of items on eBay will qualify for the program.
Source: Press Release"
2019-08-01,EBAY,EBay sues Amazon for seller poaching,"EBay (EBAY
+1.8%) files a suit against Amazon (AMZN
+1.4%) in the United States District Court for the Northern District of California claiming violations of the Racketeer Influenced and Corrupt Organizations Act.
The suit accuses three Amazon managers of directing dozens of workers to illegally use eBay's messaging system to poach sellers to the rival platform.
Last fall, eBay sued Amazon for approaching sellers in a case that's now in arbitration. The new suit says the actors weren't rogue employees but rather part of a larger, targeted effort within Amazon.
More than half of Amazon's sales are for products sold by third-party merchants."
2019-08-05,EBAY,Selling in retail sector ranges far and wide,"The selling pressure in the retail sector has accelerated during the afternoon session on the escalation between the U.S. and China on trade. New tariffs and a weaker Chinese currency are the wildcards this week after trade talks were reported by President Trump last week to be going well.
Some of the hardest hit names today include Office Depot (ODP
-8.1%), Etsy (ETSY
-8.1%), Stitch Fix (SFIX
-6.2%), Container Store (TCS
-5.9%), Farfetch (FTCH
-5.8%), Five Below (FIVE
-4.4%), eBay (EBAY
-3.8%), Children's Place (PLCE
-6.1%), J. Jill (JILL
-5.9%), Shoe Carnival (SCVL
-5.2%), Abercrombie & Fitch (ANF
-4.7%), TJX Companies (TJX
-3.9%), Big Lots (BIG
-3.5%), Dollar Tree (DLTR
-3.6%), Tempur Sealy International (TPX
-5.9%), G-III Apparel (GIII
-7%), Capri Holdings (CPRI
-5.5%), Skechers (SKX
-4.6%) and Caleres (CAL
-5.2%). Analysts think supply chain implications from an extended U.S.-China trade battle are one of the points of concerns today."
2019-08-08,EBAY,E-commerce stocks shoot higher,"Positive earnings reports from Booking Holdings (BKNG
+6.6%) and MercadoLibre (MELI
+12.3%) along with some reduced US-China trade anxiety has helped spark a rally in select e-commerce stocks.
Expedia (EXPE
+2.8%), TripAdvisor (TRIP
+4.4%), Trivago (TRVG
+2.9%) Etsy (ETSY
+4.3%), Shopify (SHOP
+4.6%), Wayfair (W
+2.2%) and eBAY (EBAY
+3.4%) are all notably higher."
2019-08-19,EBAY,Amazon passes along costs of French digital tax,"Amazon (NASDAQ:AMZN) is raising seller fees by 3% for thousands of small and medium-sized businesses in France because of a new digital tax passed by the French government, which aims to level the playing field between Big Tech and local companies.
The precedent-setting levy, described by the U.S. Trade Representativeâs Office as ""unreasonable,"" was passed by the French State in July.
Stay tuned as executives from Amazon, Facebook and Google testify later today at a U.S. government hearing on the digital tax.
Go deeper: Will French online sellers turn to alternatives like Etsy (NASDAQ:ETSY) and eBay (NASDAQ:EBAY)?"
2019-09-25,EBAY,CEO exit at eBay amid strategic review,"EBay (NASDAQ:EBAY)Â announces that CEO Devin Wenig is stepping down as CEO and as a director on the board.
CFOÂ Scott Schenkel will serve asÂ interim CEO, while the eBay Board undertakes a search for a new permanent CEO.                 The company also reaffirms prior full year guidance for 2019 of organic FX-neutral revenue growth of 2% to 3% and non-GAAP EPS growth of $2.70 to $2.75 per share vs. $2.75 consensus.  EBAY  -1.67% premarket to  $38.90.
Source: Press Release"
2019-10-11,EBAY,"EBay, Stripe out of Libra project","EBay (EBAY
+2.5%) and Stripe (STRIP) are dropping out of Facebook's (FB
+3.2%) Libra currency project.    ""We are focused on rolling out eBayâs managed payments experience for our customers,"" eBay says.
The news comes just days before the scheduled Oct. 14 Libra Association meeting in Geneva.
PayPal had dropped out of the project a week ago.

Updated 4:40 p.m.:
Visa and Mastercard have also elected to exit the project."
2019-10-11,EBAY,Libra's Marcus calls exits 'liberating',"Responding to the exits of four partners today, David Marcus (co-creator of Facebook's (NASDAQ:FB) Libra project and head of Calibra) says ""I would caution against reading the fate of Libra into this update.""    ""Of course, itâs not great news in the short term, but in a way itâs liberating,"" Marcus says. ""Stay tuned for more very soon. Change of this magnitude is hard. You know youâre on to something when so much pressure builds up.""    VisaÂ (NYSE:V), Mastercard (NYSE:MA), eBay (NASDAQ:EBAY) and Stripe (STRIP) all said they were leaving project today, just one business day before the Libra Association meets in Geneva to agree on membership and a charter. PayPal (NASDAQ:PYPL) had confirmed it was exiting the project last Friday.    ""Special thanks to @Visa and @Mastercard for sticking it out until the 11th hour,"" he says. ""The pressure has been intense (understatement), and I respect their decision to wait until thereâs regulatory clarity for @Libra_ to proceed, vs. the invoked threats (by many) on their biz."""
2019-10-22,EBAY,eBay Q3 2019 Earnings Preview,"eBay (NASDAQ:EBAY) is scheduled to announce Q3 earnings results on Wednesday, October 23rd, after market close.
The consensus EPS Estimate is $0.64 (+14.3% Y/Y) and the consensus Revenue Estimate is $2.65B (flat Y/Y).
Over the last 2 years, ebay has beaten EPS estimates 63% of the time and has beaten revenue estimates 50% of the time.
Over the last 3 months, EPS estimates have seen 3 upward revisions and 2 downward. Revenue estimates have seen 0 upward revisions  and 3 downward."
2019-10-23,EBAY,"eBay EPS beats by $0.03, revenue in-line","eBay (NASDAQ:EBAY): Q3 Non-GAAP EPS of $0.67 beats by $0.03; GAAP EPS of $0.37 misses by $0.08.
Revenue of $2.65B in-line (flat Y/Y).
Shares -1.48%.
Press Release"
2019-10-23,EBAY,Ebay -3% after mixed quarter,"EBay (NASDAQ:EBAY) trades lower, despite boosting full-year profit guidance. The company anticipates FY19 EPS of  $2.75 to $2.78 vs. $2.70 to $2.75 prior andÂ  $2.75 consensus.  For Q3, gross merchandising volume fell 4.4% Y/Y to $21.72B. GMV was down 2% on a currency neutral basis.        The company generated $1.0B of operating cash flow and $913B of free cash flow from continuing operations while also repurchasing approximately $1.0B of its common stock and paying $115M in cash dividends in the quarter.        Non-GAAP operating margin increased 20 bps during the quarter to 26.6%.  EBAYÂ -3.37%Â AH to $37.90.
Previously: eBay EPS beats by $0.03,  revenue in-line (Oct. 23)"
2019-10-23,EBAY,eBay declares $0.14 dividend,"eBay (NASDAQ:EBAY) declares $0.14/share quarterly dividend, in line with previous.

Forward yield 1.43%
Payable Dec. 20; for shareholders of record Dec. 2; ex-div Nov. 29.
See EBAY Dividend Scorecard, Yield Chart, & Dividend Growth."
2019-11-01,EBAY,EBay starts Black Friday deals early,"EBay (NASDAQ:EBAY) announces the launch of some early Black Friday deals today and says itÂ will also unveil a Holiday Brand Outlet on November 4.
The company is just keeping pace with other major retailers who have pushed the holiday shopping season up the calendar due to the late Thanksgiving this year.  EBAY  +0.77% premarket to  $35.52
Source: Press Release"
2019-11-21,EBAY,House panel probing live event ticket industry,"A House panel is launching a probe of the live events ticketing industry over concerns about fees and other practices.    The House Energy and Commerce Committee is starting an investigation into ""potential unfair and deceptive practices in the live event ticketing industry,"" it says.    The committee is requesting information from Live Nation Entertainment (NYSE:LYV), StubHub (NASDAQ:EBAY), Coachella parent Anschutz Entertainment Group, Vivid Seats, TicketNetwork and Tickets.com.    
LYV is down 1.1% after-hours."
2019-11-25,EBAY,EBay +6% after selling StubHub,"EBay (NASDAQ:EBAY) confirms it sold StubHub to viagogo for $4.05 billion in cash.                  ""We believe this transaction is a great outcome and maximizes long-term value for eBay shareholders,"" says interim CEOÂ Scott Schenkel.
The sale was highly anticipated and followed a board review of eBay's strategies and portfolio.
The sale is expected to close by the end of Q1 of 2020, subject to regulatory approval and customary closing conditions.  EBAY  +6.06% premarket to  $37.25.
Source: Press Release"
2019-11-25,EBAY,eBay nears deal to sell StubHub - WSJ,"A deal to sell StubHub to Swiss ticket resellerÂ Viagogo Entertainment for about $4B could be announced as early as today, according to the story.
eBay (NASDAQ:EBAY) purchased StubHub in 2007 for $310M, and the business accounted for roughly 14% of total company revenue in Q3.
Shares areÂ down 0.2%Â premarket."
2019-11-26,EBAY,Credit Suisse positive on eBay,"Credit Suisse runs through the numbers of eBay's (EBAY
-0.1%) highly-anticipated $4.05B sale of StubHub to viagogo
""Our previously published sum of the parts valuation contemplated $2.1 billion in enterprise value for StubHub on a 10x EV/EBITDA multiple and a 20% control premium. Using an underlying acquisition value of ~$483 million (for all of StubHub, Zvents, TicketBis, Ticket Util), we estimated post-tax value to be ~$1.8 billion or roughly $2.12 per share (on a 20% corporate tax rate). The announced price of $4.05 billion implies $3.3 billion in post-tax value, or $3.99 per share which works out to a delta of about ~$1.87 per share.""
The firm keeps an Outperform rating on eBay following the asset sale and price target of $47. The average sell-side PT on eBay is $40.40.
Previously: EBay +6% after selling StubHub (Nov. 25)"
2019-11-27,EBAY,Amazon and eBay linked to mercury report,"Amazon (AMZN
+1.3%) and eBay (EBAY
+0.4%) are reacting to reports that some of their skin lightening products contain mercury.
Amazon has reportedly removed skin lightening creams from its U.K. and U.S. websites due to the potential for mercury contamination and eBay is reviewing certain products on its platform.
Testing by the European Environmental Bureau revealed 95 of the 158 products purchased exceeded the legal limit of 1 ppm (part per million), with mercury levels ranging from 40 ppm to over 130K ppm.
BidorBuy, Lazada, Daraz, Flipkart and Jumia were also named in the report as having skin care products listed on their websites with mercury."
2019-12-17,EBAY,EBay eliminates sneaker selling fees for first time,"Any sneakers sold for North American customers at $100 or more will have zero selling fees, says the company.
At the moment, there are nearly 1.5M live sneaker listings.
Alongside the announcement, eBay (EBAY
+0.2%) minutes ago kicked off its ""December Drop"" series, highlighting the most-hyped sneakers and biggest moments in sneaker culture in 2019."
2019-12-20,EBAY,EBay buys Australian car-buying platforms,"EBay (NASDAQ:EBAY) says it plans to acquire Cox Automotive Media Solutions to beef up its auto classified business.
Cox Automotive owns two car-buying platforms used by consumers to review, buy and sell cars in Australia.
The two consumer brands will join the Gumtree Australia business, a part of the eBay Classifieds Group portfolio.
The acquisition follows eBay's acquisition of Motors.co.uk in the U.K. earlier this year
Deal rationale: ""This acquisition will strengthen our position in the automotive market by providing consumers with access to thousands of additional listings, automotive research, reviews and content, as well as a strong dealer tool and car buying destination. Together with Gumtree Australia, these brands create a robust customer experience in auto buying â from research to purchase."""
2020-01-09,EBAY,Jefferies turns bearish on eBay,"Jefferies analyst Brent Thill cuts eBay (NASDAQ:EBAY) to Underperform from Hold, saying the online auction company is ""losing relevance for consumers.""
EBAY dips 0.9%Â in premarket trading.
Company's experiencing ""sluggish growth as e-commerce competition intensifies in new and used goods,"" Thill writes in a note.
Flags eBay's market share decline to 7% vs. 15% in 2008.
Cuts price target to Street-low $31 from $38; average price target is $40.37.
Thill's recommendation contrasts with Quant rating of Bullish; before this action, Sell-Side average rating was Neutral (6 Very Bullish, 3 Bullish, 25 Neutral, 2 Very Bearish)"
2020-01-17,EBAY,Wells Fargo warns on eBay,"Wells Fargo slides eBay (EBAY
-0.8%) to an Underweight rating from Equal Weight amid rising competition from Amazon and multichannel retailers.
The Wells bear case: ""While we view EBAY as having achieved a positive outcome in its pending sale of StubHub to Viagogo and still view a potential sale of the Classifieds business as a catalyst, we view risk-reward as unattractive relative to sector peers given our expectation that headwinds for the core Marketplace business should continue, amid rollout on Internet sales tax in the U.S. and rising competition from online and multichannel retailers and emerging marketplaces (e.g., ETSY, REAL, FB, Poshmark, Mercari, et al.), and that margin expansion potential may be limited given mgmtâs longterm outlook for ~30% Non-GAAP margin by 2022.""
Wells also reasons that e-commerce growth opportunities will increasingly be centered on rapid fulfillment and local delivery/pick-up, areas of opportunity which it believes are essentially unavailable to eBay.
Only four research firms of the 36 with a rating out on eBay are in the bear camp."
2020-01-21,EBAY,Job cuts hit eBay's HQ,"EBay (EBAY
-0.5%)Â cut at least 200 employees last week as the company continues to restructure its business, according to Business Insider.
Sources indicate that most of the job cuts were at the San Jose headquarters.
The job eliminations only affect a ""low single digit"" percentage of the overall workforce, according to an eBay spokesperson."
